experience,job_description,job_desig,job_type,key_skills,location,company_name_encoded,final
9-14 yrs,9+ years of experience fielding software systems as a software developer and at least 5+ years of ...,"Architecture Analyst (.net, Java, IC, L1) - Gurgaon",,"Architecture Analyst .Net, Java, IC, L1 - Gurgaon",Gurgaon,3114,26.974999999999994
2-4 yrs,- Experience in leading or collaborating with a team of data scientists and engineers in developing and ...,Senior Data Scientist,,"Machine Learning, SQL, Python, Spark, SCALA, R, Hadoop, Java, Data Mining...",Gurgaon,1168,6.895000000000004
8-10 yrs,- Experience in development and deployment of enterprise applications using any one or more of above ...,Technical Architect - Java/j2ee,,"Java Beans, Hibernate, Spring Framework, J2Ee, Struts, JSP Servlets...",Mumbai,3002,15.850000000000001
9-12 yrs,Experience in developing andconsuming web services;University degree in Bachelor of Engineering or a ...,Sr Application Lead,,"Application Lead, REST, JSON, XML, HTTP, Power BI, Kibana, Grafana, Python,...",Gurgaon,1682,18.469999999999995
1-6 yrs,"Should be working on budgeting, forecasting, reporting variance analysis;Should be a Qualified CA having ...",Assistant Manager Financial Planning,,"Financial Planning, Finance, Budgeting, Forecasting, variance analysis",Thane,2764,16.794999999999998
2-7 yrs,,Engineer Big Data,,Engineer Big Data,Noida,1625,11.9
5-7 yrs,,Commodity Analyst - Cooling (DM Role),,"Negotiation, Market Research, Sourcing Strategy, RFQ, Research Analysis...",Delhi NCR,860,10.785
8-13 yrs,"Customer Satisfaction, the Digital Marketing Customer Care organization partners closely with various ...",Technical Support Manager- Digital Marketing Customer Care for Noida,,"technical support, customer support, customer retention, customer care...",Noida,858,14.850000000000001
5-10 yrs,Should be able to monitor accuracy and quality of others- work;- Minimum of 3 years of relevant ...,Lead - Business Intelligence - Pharma Domain,,"Tableau, Business Intelligence, Spotfire, QlikView, Technology Leadership...","Bengaluru, Gurgaon",1969,18.49499999999999
2-7 yrs,Graduate with excellent communication skills in English;Proficient in understanding medical terminology ...,Opening for Senior Medical Coder,,"medical coding, ascribe, verbatim, oec, open ended coding...",Mumbai,1058,15.24
8-12 yrs,Looking for candidates with experience with 4+ years relevant experience (preferably in the Financial ...,Analytics (cba) (bangalore)-modellers,Analytics,"Digital Marketing, Marketing Analytics, CRM, Finance, Financial Services",Bengaluru,1756,17.459999999999994
5-10 yrs,"Relevant experience in utilising multiple data sources;Experience of 4-5 years in Banks, Consumer ...",Manager/ Sr Manager- Data Analyst,,"marketing research, excel, data analysis, Sql, Business Analyst",Delhi NCR(Karol Bagh),167,13.965
2-4 yrs,"Research, analyses, identify and execute new processes in line with company goal  	Closely work ...",Senior Manager - Institutional Business,,"strategy, business development, senior management, Strategic Planning...",Bengaluru,4318,5.090000000000002
5-9 yrs,- Business requirement : deliver on business requirement in an independent manner with very little ...,Equity Research - Auto Sector - Investment Bank,,"Equity Research, Valuation, Financial Modelling, Finance...",Bengaluru,171,17.734999999999992
7-10 yrs, *         Experience working ...,Data Scientist @mumbai/bang/chennai/pune,Analytics,"sql, Python, Business Analytics, Regression, SCALA sql, SCALA, numpy...","Mumbai, Bengaluru, Chennai, Pune",783,15.31
5-10 yrs,"Experience in evaluating the control environment through Ethical Hacking, Penetration Testing, Red Team ...",Manager - Security Analyst @ Mumbai,,"Information Security, OWASP, Penetration Testing, Cism, ISO 27001, Ceh...",Mumbai,783,16.99
1-2 yrs,Total Exp required  BE / MBA with 12 months to 23 months ONLY (Anyone with less than OR more than this ...,Business Analyst Payments,,"Strong Analytical Skills, Business Analysis, IT Services...",Chennai,837,3.5800000000000036
5-10 yrs,- Manage loyalty programs (existing and new) - CRM analytics and reporting (we want a deep diver) - CRM ...,Customet Retention and Relationship Lead (ecom),analytics,"Customet Retention and Relationship Lead, Customet Retention...",Bengaluru,1349,16.580000000000002
9-12 yrs,A person in this position should be a good project leader and have the ability to communicate ...,Project Manager_cloud Services_bangalore,,"Project Management, Project Life Cycle, Project Leading, ITIL, SCOPE...",Bengaluru,2270,21.254999999999992
2-7 yrs,9)	Track and  analyses website traffic  flow and provide regular internal reports to the ...,Digital Marketing Expert ( PPC & SEO Specialist),Analytics,"SEO, Digital Marketing, SEM, Google Analytics, PPC, Marketing Campaigns...",Delhi,4108,11.305
10-15 yrs,,"Specialist, Commercial (offshore & Diving ) Abu Dhabi",,participates in formulating and revising strategies for tendering...,Dubai/ UAE,4756,27.019999999999996
0-3 yrs,4.Researching the detailed background of the executives    wherever required and  updating them  in the ...,Associate/ Sr. Associate for Database Management @ WNS Gurgaon,,"database management, voice",Gurgaon,4774,7.255000000000006
4-8 yrs,"Hands on experience in Functionalities like: Map, Flatten, FlatMap, List, Options, Filter, GroupBy, etc ...",Spark Developer at Hyderabad,,"backend developer, software development, Spark, Software Engineering...",Hyderabad,4528,10.734999999999998
8-10 yrs,- A genuine interest and experience of working within projects;- Store/retail working experience is an ...,SAP Accountant - FI/ CO/ SD Modules,,"Finance, Accounting, Auditing, SAP FICO, Financial Control, Co, SAP FI...","Sweden, EU",3076,16.280000000000005
10-16 yrs,- Leads representation in regional events to support business development as ...,Director - Sales - Fmcg/ Consumer Durable,,"Regional Sales, Marketing, Business Development, Key Account Management...",Mumbai,1372,27.45000000000001
8-10 yrs,Key Competencies required;Industry Preferred : Automobile/ Engineering consulting background ...,Executive Assistant to Senior VP - Manufacturing Strategy,Analytics,"Data Analytics, Business Intelligence, Business Strategy, New Product...",Mumbai,4470,12.445
4-6 yrs,"Good knowledge in communication Bus, PCIE, PCI & other video standards & interfaces. ;Must have ...",Manager- FPGA Design- High Speed Board Design,,"RTL Coding, Xilinx, Altera, FPGA Design, Static Timing Analysis, PCI, PCIE,...",Greater Noida,3582,11.685
6-9 yrs,"- Good problem structuring skills, ability to rapidly grasp new concepts/industry, ability to prioritize ...",Manager/senior Manager - Analytics - Startup,Analytics,"sales analytics, marketing analytics, campaign analytics, sales forecasting...",Bengaluru,884,19.03999999999999
3-8 yrs,The ideal candidate will have experience with Hybris Marketing and Single Customer View;Understanding ...,SAP Hybris C4C Consultant- Onsite Europe Likely.,,"java, software development, hybris marketing, c4c implementation...","Delhi NCR, Bengaluru, Pune",2039,13.36
3-5 yrs,"Should have good working knowledge of REST, LINQ, JSON, WCF, Web API, HTML5, CSS3;Should be Self-driven ...",DOT NET Developer( MVC & Angular.js),Analytics,"MVC, Angular.JS, DOT NET Developer, ASP.net, C#, SQL Server, REST, LINQ...",Bengaluru,1086,8.225000000000001
4-9 yrs,Well versed with advanced ILE skills with working knowledge of Job handling and Job-scheduling and job ...,Systems Integration Senior Analyst- AS 400,,"as400, synon",Noida(Sector-144 Noida),382,17.914999999999992
0-2 yrs,,Chat Support Executive - Fresher,,"Email Support, Chat, Chat Process, email ticket, Problem Solving...",Lucknow,3693,6.900000000000003
7-12 yrs,We are looking for an exceptional hands-on research scientist with a proven track record of experience ...,Artificial Intelligence with Machine Learning & NLP,,"Artificial Intelligence, machine learning, data mining, data analysis...",Bengaluru,2199,22.429999999999993
3-8 yrs,Range -3-10 years of work experience in the area(s) of advance statistical analysis/modeling/data mining/ ...,Business Analyst/data Analytics Expert - R/python/matlab,Analytics,"Business Analyst, Data Analytics, R, Python, MATLAB, SQL, Machine Learning,...",Pune,2809,12.305
7-10 yrs,Experience in designing and developing complete or components of solutions on iOS and Android platforms ...,Sr. Systems Analyst,,"Android, Application development framework, Senior System Analyst...",Trivandrum,4541,11.53
2-4 yrs,"Candidate must have high level of comprehension, excellent problem solving skills, ability to think on ...","Analyst, PTP",,"Business Accounting, Finance, Accounts Payable, PTP, Financial Reporting...",Chennai,2650,5.535000000000004
4-6 yrs,"Financial analysis experience with the ability to link detailed operational analysis to P&L, cash ...",TAS_ OTS_ Assistant Manager,,"M&A, operational analysis, Financial analysis, merger and acquisition...",Gurgaon,1305,13.2
3-8 yrs,Preferred experience with large data sets & distributed computing in Hadoop ecosystem;The candidate ...,Machine Learning Engineer,,"Linear Regression, R, Predictive Modeling, Logistic Regression...",Bengaluru,4934,13.465
1-5 yrs,,Mule Enterprise Service Bus (esb),,"XML, Troubleshooting, JSON, Maven, Business process, Outsourcing, GIT...",Mumbai,190,7.255000000000004
8-12 yrs,We are looking for minimum 5 years post qualification experienced candidates. Responsible for:;We are ...,Reporting & Analysis Accountant,,"Accounting, Financial Analyst",Chennai,1069,27.625
2-7 yrs,Translating business requirements into product requirement documents;Taking responsibility for ensuring ...,Project Manager | AR & VR Education Projects | Edtech Startup,,"Project Management, Team Management, Team Handling, Key account management,...","Mohali, Jaipur, Chandigarh",4577,10.409999999999998
5-10 yrs,"- BA in Computer Science, Engineering, or related field experience;- Proven experience in application ...",Linux/ Unix Administrator - Tomcat/ Apache,,"Java, Linux, C, Postgres, MySQL, Apache Tomcat, Oracle, NAGIOS...","Mumbai, Pune",3998,18.984999999999992
5-10 yrs,"- Should be able to handle stakeholder expectations across geographies (Europe, U.S., Asia);- Should be ...",Business Analyst - Oracle CPQ,,"Requirement Analysis, Business Analysis, UAT, Business Analyst, Oracle CPQ",Gurgaon,3347,19.49999999999999
1-4 yrs,,International Business Development Executive,,"market research, international business development, handling, coordinating...",Delhi,4793,5.785000000000006
2-3 yrs,Experience:2- 3 Years in BPO Sales  as TL on papers ;Well Versed with Operations Metrics;Good Analytical ...,Urgent Opening for TL Operations (sales) in Platinum One Thane (w),,"sales management, real estate, people management skills, analytical skills,...",Mumbai,3292,9.260000000000002
6-8 yrs,,SAP FSCM Collection Management,,"SAP, FSCM, Scheduling, Outsourcing, Analytical, Life sciences, Operations...",Hyderabad,191,12.295
5-10 yrs,"""Equity Research Analyst in Institutional Broking.   - Interaction and maintaining relationships ...",Institutional Equity Reserach Analyst - Midcaps Sector - Broking,,"Institutional Equity Reserach Analyst, Equity Research...",Mumbai,2222,19.08999999999999
0-1 yrs,,Senior Quality Analyst - TV,,"Quality Inspection, Incoming Quality, Quality Analysis, Quality Standards",Pune,4847,4.865000000000007
10-12 yrs,"Were currently hiring for a  Senior Manager , with a minimum of 10 years experience in advanced ...",Sr Manager / AVP Analytics,Analytics,"r, neural networks, machine learning, advanced analytics, python, tableau...",Mumbai,1904,17.529999999999994
1-5 yrs,6.	He / she will be contribute to the process related activities and is required to execute the task ...,"Japanese Translator, Radius Corporate Solutions",,"translation, japanese, japanese interpreter, japanese language expert...",Mumbai(Vikhroli),3498,10.619999999999997
11-14 yrs,- Strong preference for previous work in start up;- Post Qualification 5 to 12 years of experience ...,General Manager - Finance - Omni Channel/ecommerce,,"Finance, accounting, forecasting, GST implementation, risk management...",Mumbai,3275,29.45
2-6 yrs,Strategic planning and executing global marketing programs for UK & Ireland region which includes ...,Hiring Digital Marketing| Assistant Manager,,"digital marketing, social media, campaigns, demand generation, events...",Chennai(Taramani),1155,8.92
0-3 yrs,*Conduct data analysis to identify passenger profile and booking behavior including no-show trends and ...,SG Walk- In- Analyst/ Sr. Analyst - Revenue Management - 5th Oct,,"Sales, Excel Powerpoint, Operations, SQL Database, Market Intelligence...",Gurgaon,4035,8.230000000000004
0-5 yrs,,Home Base Job/ Data Entry/online Work/part Time Work/freelancer work,,"part time, freelancing, data entry, present job, work from home...","Faizabad, Faridabad, Faridkot, Firozpur, Dadra and Nagar Haveli, Dahej, Dalhousie, Dehradun, Dharmasala",1153,4.135000000000007
